Koło;Nazwisko;Imię ;1-31;1-35;1-40;1-56;1-57;1-64;1-89;1-126;1-139;1-140;2-8;3-15;5-4;5-15;5-28;6-14;6-16;7-11;8-7;8-11;9-16;9-17;9-18;9-22;9-25;9-26;10-8;10-9;10-11;10-15;10-18;10-19;11-8;11-11;11-13;11-16;11-44;11-48;11-55;12-13;12-14;12-24;12-26;12-27;12-28;14-18;14-19;14-20;14-29;14-36;15-27;15-35;15-50;16-6;16-7;16-17;16-21;16-63;16-82
PSL-TD;Orliński;Mirosław;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Pasławska;Urszula;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Paszyk;Krzysztof;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Pyrzyk;Michał;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Raś;Ireneusz;PRZECIW;ZA;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY
PSL-TD;Różyński;Wiesław;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Rzepa;Jarosław;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;WSTRZYMAŁ SIĘ;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY
PSL-TD;Samborski;Tadeusz;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Sawicki;Marek;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Siekierski;Czesław;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Smolarz;Henryk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA
PSL-TD;Sosnowski;Zbigniew;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Sroka;Magdalena;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Tomczak;Jacek;PRZECIW;ZA;NIEOBECNY;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Tomczyszyn;Stanisław;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Zgorzelski;Piotr;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Ziejewski;Zbigniew;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Zięba-Gzik;Jolanta;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
PSL-TD;Żelazowska;Bożena;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
KO;Arłukowicz;Bartosz;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
Konfederacja;Braun;Grzegorz;ZA;WSTRZYMAŁ SIĘ;PRZECIW;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;WSTRZYMAŁ SIĘ;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;;;;;;;;;;;;;;
KO;Brejza;Krzysztof;NIEOBECNY;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PiS;Buda;Waldemar;ZA;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
KO;Budka;Borys;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
PiS;Dworczyk;Michał;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
KO;Gasiuk-Pihowicz;Kamila;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
PiS;Gosiewska;Małgorzata;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;NIEOBECNY;ZA;ZA;NIEOBECNY;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
PSL-TD;Hetman;Krzysztof;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;;;;;;;;;;;;;;
KO;Joński;Dariusz;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
PiS;Kamiński;Mariusz;WSTRZYMAŁ SIĘ;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KO;Kierwiński;Marcin;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
Polska2050-TD;Kobosko;Michał;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;NIEOBECNY;ZA;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;;;;;;;;;;;;;;
PiS;Maląg;Marlena;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;;;;;;;;;;;;;;
KO;Marczułajtis-Walczak;Jagna;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
KO;Miller;Rajmund;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KO;Miszalski;Aleksander;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KO;Mrzygłocka;Izabela;PRZECIW;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY
PiS;Mularczyk;Arkadiusz;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
PiS;Müller;Piotr;PRZECIW;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
KO;Nykiel;Mirosława;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
PiS;Ozdoba;Jacek;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
KO;Protas;Jacek;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
KO;Rusiecki;Grzegorz;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KO;Saługa;Wojciech;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;;;;;;;;;;;;;;;;;;;;;;;
Lewica;Scheuring-Wielgus;Joanna;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
KO;Sienkiewicz;Bartłomiej;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;NIEOBECNY;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
PiS;Soboń;Artur;WSTRZYMAŁ SIĘ;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KO;Szczerba;Michał;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
Lewica;Śmiszek;Krzysztof;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;NIEOBECNY;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;;;;;;;;;;;;;;
